legal_name,dba_name,primary_sector,all_sectors,operational_states,founded_year,employee_count,estimated_revenue,contact_person,job_title,email,phone,address,city,state,zip_code
Contreras-Lopez,Group Brooks-Johnson,Manufacturing,Manufacturing,"ME, NH, MS, TN, TX",2008,1,"$645,747,896",Larry Villanueva,Publishing rights manager,lvillanueva@watkins.biz,(413) 489-6704,23132 James Field Suite 102,Lake Jacobberg,KY,37922
"Johnson, Mcguire and King","Johnson, Mcguire and King",Manufacturing,Manufacturing,"IN, ND, IL, OK, OH",2003,401,"$1,442,078",Mark Williams,Psychiatric nurse,mwilliams@sanchez.net,(933) 264-4846,677 Michael Place,Moyershire,IN,74061
Cardenas PLC,Cardenas PLC,Manufacturing,"Manufacturing, Hospitality, Agriculture","HI, WY, AR, NE",1998,384,"$9,834,633",Dr. Rhonda Mckinney,Electrical engineer,dmckinney@anderson-thomas.info,(932) 225-6702,0187 Jones Brooks,New Amyfort,HI,32774
Lee-Russell,Lee-Russell,Manufacturing,Manufacturing,"WI, SC",1988,151,"$3,329,534",Douglas Pace,Insurance broker,dpace@king.com,(952) 710-3775,22572 John Canyon,Jennifershire,LA,09051
Marshall Group,Marshall Group,Manufacturing,"Manufacturing, Hospitality","OR, WY, WV",1987,9,"$96,127",Michael Edwards,Energy engineer,medwards@horne.com,(355) 458-8314,8796 Nicole Plains Suite 090,Angelaburgh,UT,77003
Hale Group,Hale Group,Manufacturing,"Manufacturing, Entertainment","NE, FL, OH, AZ",2000,985,"$67,320",Laura Flores,Nutritional therapist,lflores@johnson-padilla.org,(825) 627-9119,6343 Mack Corner,Haynesfurt,WV,49116
Nelson-Graham,"Group Lopez, Lynch and Galloway",Manufacturing,"Manufacturing, Pharmaceuticals, Technology","ME, WV",2006,303,"$1,975,995",Lauren Huynh,Best boy,lhuynh@bennett.biz,(998) 432-4828,493 Mendoza Path,North Ianton,FL,00787
Brown Inc,Brown Inc,Manufacturing,"Manufacturing, Energy, Technology","NC, LA, KS, MN, NM",2006,11,"$89,906",Donna Houston,Passenger transport manager,dhouston@smith-cohen.com,(578) 629-8822,68559 John Stravenue,East Jason,MD,33751
"Brown, Russell and Church","Brown, Russell and Church",Manufacturing,Manufacturing,"ND, AL, MT, NJ, PA",2004,129,"$65,417",David Morrow,Statistician,dmorrow@burgess-cook.com,(600) 513-2355,02876 Victoria Tunnel Suite 037,Port Rachelshire,ID,49468
Harris Group,Harris Group,Manufacturing,"Manufacturing, Real Estate, Healthcare","NH, MS, VA, SD",1982,127,"$10,508",Barbara Montoya,Health visitor,bmontoya@diaz.com,(270) 353-1010,1591 Smith Rue,Robertshire,HI,94786
Page-West,Page-West,Manufacturing,"Manufacturing, Education","FL, IL, MA, GA",1991,621,"$432,053",Laurie Miller,Town planner,lmiller@downs-smith.com,(484) 220-3888,1654 Paul Viaduct Apt. 729,Lake Jermaine,KY,15443
Holloway-Ortiz,Holloway-Ortiz,Manufacturing,Manufacturing,"HI, NV, VT",2009,5,"$1,475,184",David Lowe,"Designer, furniture",dlowe@guerrero.com,(840) 808-9692,205 Kevin Estate,Lake Amandahaven,TN,50469
Mason-Myers,PLC Alexander-Nelson,Manufacturing,"Manufacturing, Entertainment, Pharmaceuticals","IN, OR, ME, LA",2011,5,"$6,174,894",Daniel Frank,Nutritional therapist,dfrank@alvarez.com,(650) 235-8455,9467 Anderson Keys Apt. 287,Sallyburgh,TN,45425
Lloyd-Avila,Lloyd-Avila,Manufacturing,Manufacturing,"WA, CA, DE",1985,29,"$563,753,312",William Fuentes,Teaching laboratory technician,wfuentes@johnson.com,(627) 807-7628,638 Ramirez Vista,Johnborough,MS,67426
"Martin, Young and Townsend","Martin, Young and Townsend",Manufacturing,"Manufacturing, Construction",KY,2016,9,"$1,796,145",Phillip Paul,"Exhibitions officer, museum/gallery",ppaul@cooper.com,(936) 591-5056,465 Berg Rest Apt. 706,North Elizabethland,PA,95682
Goodwin-Pierce,"Ltd Shaw, Olsen and Riley",Manufacturing,"Manufacturing, Construction, Agriculture","IN, HI, FL, RI, NE",2017,3,"$722,721",Dennis Hernandez,Control and instrumentation engineer,dhernandez@king-jones.com,(951) 279-2151,902 Jennifer Flats,North Jason,CA,18657
Lane Ltd,Lane Ltd,Manufacturing,"Manufacturing, Real Estate, Education","PA, IA, ME, MO, KY",2004,1,"$787,444",Judy Evans,Electrical engineer,jevans@little.com,(914) 729-3560,04036 Sean Station Apt. 373,New Robertton,WY,94677
Green Group,and Sons Fox Inc,Manufacturing,"Manufacturing, Healthcare, Entertainment",MS,2003,34,"$1,344,719",Gabriella Powers,"Research officer, government",gpowers@ballard-boyer.biz,(298) 313-3767,906 Ford Lane Suite 264,Amandaberg,FL,65316
Carroll-Adams,Carroll-Adams,Manufacturing,"Manufacturing, Technology, Transportation","ME, NM",2018,7,"$407,108,490",Veronica Moore DDS,"Engineer, electronics",vdds@welch-valdez.com,(628) 441-3615,75953 William Causeway,Jeffreyton,AL,69102
"Bell, Sanders and Weiss",PLC Floyd Inc,Manufacturing,Manufacturing,"IA, CO, AL, WA, KS",1997,427,"$6,807,816",Scott Watkins,Community development worker,swatkins@hardin.com,(856) 840-4667,308 Carol Prairie Apt. 617,Castanedabury,MD,21688
Martinez Inc,Martinez Inc,Manufacturing,"Manufacturing, Telecommunications","OR, NH, VA, KS",1997,573,"$310,318",Shawna Hughes,Press sub,shughes@jackson-farmer.com,(829) 807-8944,33595 Joyce Road,Port Sean,MI,41909
"Turner, Dennis and Cunningham","Turner, Dennis and Cunningham",Manufacturing,"Manufacturing, Transportation, Finance","LA, AR, MO",1981,949,"$329,083",Donald Myers,Chartered legal executive (England and Wales),dmyers@vargas-richmond.net,(684) 236-8081,2062 Wanda Centers,South Johnville,MA,70996
Davis LLC,Davis LLC,Manufacturing,"Manufacturing, Energy",MS,1991,6,"$130,583",Andrew Wilkins,Health and safety inspector,awilkins@anderson.com,(473) 465-1894,0717 Ian Creek,Jasminestad,MT,78349
Klein LLC,"Ltd Garcia, Gates and Zimmerman",Manufacturing,Manufacturing,"OR, MS, KS, AK, MO",1983,504,"$57,348",Carol Delacruz,Product/process development scientist,cdelacruz@dodson.com,(971) 246-8095,56405 Craig Summit,West Suzanneshire,WI,70515
Neal-Le,Neal-Le,Manufacturing,Manufacturing,"DE, AL",2021,2,"$23,786",Charles Jennings,"Editor, commissioning",cjennings@thompson.com,(471) 306-7038,78103 Barnes Field,West Jamesstad,TN,14956
Smith-Aguirre,Smith-Aguirre,Manufacturing,"Manufacturing, Real Estate","LA, AK",1982,25,"$263,334",Jessica Fitzgerald,Chemical engineer,jfitzgerald@richard-montoya.com,(405) 213-6862,16864 Mack Forks,Wolfeside,MA,16985
Harding-Gonzalez,Harding-Gonzalez,Manufacturing,"Manufacturing, Finance","AL, WA, OH, SD",1990,13,"$418,014",Brendan Dixon,"Lecturer, higher education",bdixon@hernandez.com,(689) 829-6629,11888 Tyler Ways,East Amandaborough,MI,75677
"Cummings, Anderson and Hall","Cummings, Anderson and Hall",Manufacturing,Manufacturing,"NV, TX, CA, NC, MI",2016,10,"$200,718",Tommy Johnson,Armed forces logistics/support/administrative officer,tjohnson@ward.com,(386) 348-3603,280 Ross Mount Apt. 870,New Brenda,NE,39458
"Case, Torres and Calderon","Case, Torres and Calderon",Manufacturing,"Manufacturing, Construction, Hospitality","WA, NJ, MA, NE",2022,31,"$1,159,834",Michelle Brown,Child psychotherapist,mbrown@mahoney.com,(403) 224-6063,531 Dustin Green,Port Darin,MI,15761
Hansen-Cohen,"Ltd Gomez, Davies and Wilson",Manufacturing,Manufacturing,"NE, RI, IL",2021,37,"$182,378",Natalie Austin,Theatre director,naustin@sexton-edwards.com,(204) 839-8770,937 Ryan Shores Apt. 895,Lake Andrewshire,VT,00641
Fisher PLC,Fisher PLC,Manufacturing,"Manufacturing, Construction, Entertainment","GA, VT, CO, ND, RI",2005,88,"$297,179",Christopher Griffin,Make,cgriffin@burton.com,(454) 625-2574,631 Clay Rapid Apt. 566,North Rachel,UT,21239
"Powers, Sherman and Diaz","Ltd Mckinney, Anderson and Hill",Manufacturing,Manufacturing,"NY, OH, NC, MA",1991,2,"$149,852",Jeffrey Zuniga,"Engineer, automotive",jzuniga@harris.com,(977) 549-4884,0142 Lowery Plains,Lindseystad,NE,54730
"Wallace, Galloway and Payne",Ltd Dunlap-Allen,Manufacturing,"Manufacturing, Pharmaceuticals, Technology","DE, VA, AR, NJ",2017,129,"$572,853",Mary Kennedy,Medical secretary,mkennedy@hendrix-anthony.com,(575) 730-8799,755 Singleton Fields Suite 701,Lake Doris,WV,56354
Williams LLC,Williams LLC,Manufacturing,Manufacturing,"IL, AK, SD, AL",1995,4,"$493,075",Lucas Kennedy,Town planner,lkennedy@palmer.com,(889) 285-4175,16752 Kathryn Cove,East Michele,AR,52110
Smith-Norman,Smith-Norman,Manufacturing,"Manufacturing, Construction, Real Estate",SC,2014,1,"$65,927",Stacy Thornton,"Engineer, energy",sthornton@diaz.info,(305) 618-6231,825 Valdez Loaf,West Andreatown,ME,19693
"Fernandez, Cummings and Murphy","Fernandez, Cummings and Murphy",Manufacturing,"Manufacturing, Construction, Telecommunications","AZ, AK, AL, MS, SD",1986,102,"$139,830",Jackie Williams,"Designer, graphic",jwilliams@abbott.com,(871) 998-2950,57457 Lester Camp,South Vanessaberg,VA,02395
Byrd Group,Inc Carter and Sons,Manufacturing,"Manufacturing, Energy",OK,2020,2,"$90,257",Rachel Williams,Leisure centre manager,rwilliams@anderson.com,(913) 477-9086,490 Haas Path,Mariaville,SD,82701
"Lopez, Hernandez and Gould","Lopez, Hernandez and Gould",Manufacturing,"Manufacturing, Pharmaceuticals, Retail","MS, OH, AK, VT, IN",1984,35,"$381,681",Alexandra Hill,"Designer, ceramics/pottery",ahill@mann.info,(738) 542-4395,2615 Lee Ports,Lindseytown,OR,41599
"Vazquez, Gallegos and Gonzalez","Vazquez, Gallegos and Gonzalez",Manufacturing,"Manufacturing, Energy","ME, ND, WI, AZ",2016,4,"$22,924",David Nelson,Counsellor,dnelson@stewart.biz,(783) 642-7178,477 Eugene Islands,South Michael,AK,71797
"Wilson, Jacobson and Franklin","Wilson, Jacobson and Franklin",Manufacturing,"Manufacturing, Telecommunications, Healthcare","SC, LA, ID",2018,440,"$1,258,765",Kristine Wilkinson,"Programmer, multimedia",kwilkinson@jones-brown.com,(274) 945-6943,642 Carroll Via,Kevinborough,AL,77879
Pitts-Dominguez,Pitts-Dominguez,Manufacturing,"Manufacturing, Telecommunications",PA,2020,139,"$819,576,958",Lisa Velasquez,Sports therapist,lvelasquez@garcia.com,(556) 795-1289,77366 Adams Place,New Erin,MD,41021
"Collins, Davis and Vargas",Inc Wallace-Rivera,Manufacturing,Manufacturing,PA,1980,9,"$281,049",Tina Scott,Publishing copy,tscott@long.com,(248) 327-7834,9982 Warner Highway,Guerreroland,NM,63178
Jackson-Navarro,Inc Jackson Ltd,Manufacturing,"Manufacturing, Real Estate, Technology",CT,1980,3,"$9,869,184",Victor Duarte,Human resources officer,vduarte@keith.net,(904) 939-9059,320 Kelly Fields,Lyonsside,VT,06837
Ward-Baker,"PLC Wiley, Weeks and Palmer",Manufacturing,"Manufacturing, Transportation","NC, IA, NM, MT",1998,6,"$61,864",Raymond Dean,Dispensing optician,rdean@holland.org,(923) 312-5909,9019 Adkins Estates Suite 597,Ballardstad,WI,71064
Norris Ltd,Norris Ltd,Manufacturing,"Manufacturing, Retail","WI, IN, SD, AR",1991,6,"$77,104",Tyler West,Information officer,twest@evans.com,(714) 847-6608,342 Clayton Mills Suite 509,New Johnmouth,GA,93443
Carlson and Sons,Carlson and Sons,Manufacturing,Manufacturing,TN,1984,5,"$56,660",Sherry Johnson,"Presenter, broadcasting",sjohnson@diaz.net,(637) 953-8964,60543 Annette Parkways Apt. 708,East Barbarafurt,SD,45336
Miller-Mccarty,Miller-Mccarty,Manufacturing,"Manufacturing, Education, Finance","DE, ME, CA, HI",1997,48,"$1,620,902",Ryan Hodges,"Surveyor, planning and development",rhodges@armstrong-rasmussen.com,(498) 573-3545,374 Osborn Shoal Suite 667,Port Jamesmouth,AR,65397
Herrera Group,Ltd Davies-Martinez,Manufacturing,"Manufacturing, Agriculture, Hospitality","TX, CA",2009,544,"$355,578",Michael Patel,Forensic scientist,mpatel@bennett.info,(929) 378-2078,497 Kevin Mall,Lake Ian,AK,87691
"Hunt, Cameron and Russell","Hunt, Cameron and Russell",Manufacturing,"Manufacturing, Energy","WY, NV, VT",1996,511,"$1,843,124",Phillip Green,Dispensing optician,pgreen@bright-morgan.com,(854) 873-3899,10654 Jacob Dale,Villarrealshire,ME,15411
"Manning, Cox and Wagner","Manning, Cox and Wagner",Manufacturing,Manufacturing,"WI, IN, AZ, TX, AK",2021,8,"$94,297",Olivia Decker,"Designer, multimedia",odecker@hurst.biz,(583) 209-9652,581 Garcia Unions Suite 883,Craigview,WV,84987
Thompson Inc,Thompson Inc,Manufacturing,"Manufacturing, Healthcare, Transportation","MA, NM, HI",1982,685,"$526,517",Dylan Mendoza,"Engineer, manufacturing systems",dmendoza@campbell.org,(576) 620-1629,9422 Dennis Spurs Apt. 216,Jacksontown,ID,35479
Erickson Inc,Erickson Inc,Manufacturing,Manufacturing,"SC, CT, IN, ID",1997,19,"$486,831",Ronald Flynn,Illustrator,rflynn@blake.info,(880) 280-2871,37058 Collins Cove Apt. 386,Lunaburgh,SC,83637
Ward Inc,Ward Inc,Manufacturing,Manufacturing,"ID, OH",1988,34,"$269,767",Samuel Wade,IT sales professional,swade@steele.org,(340) 828-8736,9909 Liu Forest Suite 850,Hillbury,AL,27650
Green-Vasquez,Green-Vasquez,Manufacturing,"Manufacturing, Energy, Finance","LA, IL",1986,10,"$60,678",Karen Cook,Legal executive,kcook@fritz.com,(365) 613-6556,6339 Kenneth Well,Jasonstad,WV,66430
Hansen LLC,Hansen LLC,Manufacturing,Manufacturing,"MA, VT, SD",2007,4278,"$69,157",Sharon Carlson,Nutritional therapist,scarlson@lee-wright.biz,(253) 513-9554,3657 Colon Spur Suite 733,North Dannyton,AL,70697
"Martinez, Graham and Nelson","Martinez, Graham and Nelson",Manufacturing,"Manufacturing, Finance, Hospitality","KS, MT, CA, MI, UT",2020,150,"$1,888,838",Rose Jensen,Human resources officer,rjensen@owens-holmes.com,(648) 260-8081,970 Jeffrey Plaza,South Aaronberg,WA,52892
Hill-Smith,Hill-Smith,Manufacturing,"Manufacturing, Construction, Hospitality",NY,2003,1554,"$135,413",Charles Evans,Field trials officer,cevans@bowman-mason.info,(769) 741-7927,908 Ford Bypass,New Rebecca,IA,53963
Andersen-Harris,Andersen-Harris,Manufacturing,Manufacturing,"OK, IN",2013,101,"$353,559",Rhonda Hayes,Community pharmacist,rhayes@hull.info,(826) 418-5751,27739 Ashley Islands,Benjaminborough,WA,30642
Ray Ltd,Ray Ltd,Manufacturing,Manufacturing,"FL, NH, KS, ME",1994,47,"$281,247",Elizabeth Russell,Sales executive,erussell@powers.info,(311) 332-8143,11348 Douglas Row,Hernandezfurt,TX,09599
"Reese, Horton and Owens","Reese, Horton and Owens",Manufacturing,"Manufacturing, Telecommunications","DE, NJ",2017,2,"$945,164",John Crawford,Adult guidance worker,jcrawford@sherman.com,(416) 991-4346,93629 Jacob Squares Suite 766,Gordonbury,TN,14307
"Jackson, Ward and Marsh","Jackson, Ward and Marsh",Manufacturing,Manufacturing,MI,1992,48,"$51,462",Laura Hawkins,Chiropractor,lhawkins@rollins-howard.info,(434) 846-4864,8535 John Canyon Apt. 480,North Jennifer,MA,17837
"Ramos, Parker and Hayes",Inc Roberts-Wright,Manufacturing,Manufacturing,"NV, SC, PA, AL, NH",1997,54,"$1,756,812",Keith Espinoza,Aid worker,kespinoza@payne.net,(881) 255-4574,51045 Wilson Crossroad Apt. 325,South Robin,SD,24290
Lyons and Sons,Lyons and Sons,Manufacturing,"Manufacturing, Technology",MO,2006,3,"$71,888",Kenneth Stone,Film/video editor,kstone@obrien.com,(447) 226-1176,56724 Humphrey Stream,East Tylerview,VA,93093
"Evans, Rose and Hernandez",Group Olson Group,Manufacturing,Manufacturing,FL,1987,6,"$43,859",Ashley Andrews,Waste management officer,aandrews@johnson.org,(971) 870-4091,397 Perez Avenue Apt. 874,Coleview,AL,08085
Humphrey Inc,Humphrey Inc,Manufacturing,Manufacturing,CO,2003,30,"$308,106",Ryan Mason,Clinical research associate,rmason@evans-nelson.info,(906) 730-3929,601 Horton Road Apt. 651,Matthewfurt,MD,55687
"Kirk, Campbell and Henderson","and Sons Palmer, Lucas and Richardson",Manufacturing,Manufacturing,"AK, NY, OR, IL, OK",2002,518,"$1,299,541",Catherine Logan,"Producer, radio",clogan@benson-ortiz.com,(237) 541-6578,21050 Juan Spring Apt. 601,Lake Lisa,SD,86304
"Kaufman, Campbell and Jacobs","Kaufman, Campbell and Jacobs",Manufacturing,"Manufacturing, Finance","NM, MN, MO, OR",1993,74,"$101,324",Ian Allen,Accommodation manager,iallen@jordan.info,(832) 273-7874,8758 Bond Flat,Andersonland,WA,91645
"Smith, Ray and Thompson","Smith, Ray and Thompson",Manufacturing,Manufacturing,"NH, ND",1991,45,"$2,501,777",Christopher Vincent,Advertising account executive,cvincent@morales-price.com,(792) 645-5825,283 Vanessa Corner,Sanchezmouth,PA,54532
Cooper Inc,Cooper Inc,Manufacturing,"Manufacturing, Technology","MN, ND, WA, MI, HI",1995,40,"$8,195,035",Joshua Grimes,Public relations account executive,jgrimes@simmons-ashley.info,(624) 653-1581,61044 Hill Dam,Ericbury,AR,69735
"Thompson, Davis and Eaton",PLC Santos-Jordan,Manufacturing,"Manufacturing, Education",ND,1998,31,"$34,010",Diane Allen,Heritage manager,dallen@moore.com,(347) 825-1012,648 Roberts Circle,West Robertton,VA,81591
Diaz-Moore,Diaz-Moore,Manufacturing,"Manufacturing, Energy, Education",MD,1994,175,"$758,777,387",Scott Edwards,Trade mark attorney,sedwards@romero.info,(723) 568-1329,1260 Thompson Summit Apt. 513,Silvafurt,RI,02037
Haynes LLC,Haynes LLC,Manufacturing,"Manufacturing, Agriculture",NH,2008,13,"$70,847",Dale Jefferson,Electronics engineer,djefferson@shepherd.net,(254) 469-6587,59346 Gilmore Wells,Austinville,VT,70858
Thompson-Johnson,PLC Mitchell-Potts,Manufacturing,"Manufacturing, Pharmaceuticals","NC, ME, MO, NH",1994,7,"$453,486",Christine Palmer,Futures trader,cpalmer@black.com,(265) 901-1420,1127 Wilson Crossroad,Manuelstad,IN,96815
"Williams, Juarez and Gray","Williams, Juarez and Gray",Manufacturing,Manufacturing,"AL, SD",2006,5,"$220,683",Anna Patterson,"Radiographer, therapeutic",apatterson@valdez.com,(375) 919-8148,565 Mack Manors Suite 362,Robertsonview,NM,90963
Patel-Martinez,Ltd Thomas-Escobar,Manufacturing,"Manufacturing, Healthcare","WA, NE, NH, CT",2001,7,"$426,633",Julie Miller,Magazine journalist,jmiller@gutierrez-mooney.info,(849) 935-9081,5615 Douglas Track Suite 467,Brandontown,FL,59413
"Berry, Ramirez and Smith","Berry, Ramirez and Smith",Manufacturing,"Manufacturing, Telecommunications","NE, ID, FL, WI",2011,22,"$15,149",Levi Greene,Geophysical data processor,lgreene@valdez.com,(495) 902-9109,78933 Dillon Branch,New Joseph,CO,49298
Cortez Ltd,Cortez Ltd,Manufacturing,"Manufacturing, Construction, Healthcare",MS,2017,1276,"$11,850",John Daugherty,"Psychologist, counselling",jdaugherty@smith.biz,(276) 449-9769,856 Carter Burg Suite 040,Blakehaven,GA,34925
Mccall Group,Mccall Group,Manufacturing,"Manufacturing, Construction, Retail",SD,1994,6,"$719,495",Danny Johnson,"Scientist, physiological",djohnson@martinez-travis.net,(621) 389-5704,541 Douglas Spurs Apt. 727,Blevinsfurt,NV,64170
Miller PLC,Miller PLC,Manufacturing,"Manufacturing, Transportation, Technology","IL, SC, NC, NM, AR",2022,4,"$306,394",Dustin Keller,Futures trader,dkeller@wilson.biz,(329) 426-5513,20861 Philip Garden,New Donaldtown,MI,60029
Meyer-Murphy,Meyer-Murphy,Manufacturing,"Manufacturing, Entertainment","MD, HI, IL, FL, TN",2001,175,"$89,399",John Stanton,Tree surgeon,jstanton@mccoy-mccann.biz,(906) 428-5081,246 Luna Creek Suite 813,Robinsonfurt,MO,45139
Garcia-Peterson,Garcia-Peterson,Manufacturing,Manufacturing,ME,2001,6,"$1,094,397",John Randall,IT sales professional,jrandall@benson.biz,(417) 449-8674,22687 Briggs Avenue,Bradfort,WV,80531
"Ramirez, White and Moses","Ramirez, White and Moses",Manufacturing,"Manufacturing, Entertainment","TN, LA, ME, AL, NC",1999,191,"$383,012",Lisa Parker,Forest/woodland manager,lparker@rodriguez-gallagher.biz,(321) 830-5202,42748 Andrews Cove Apt. 322,West Eric,NM,35651
Adkins-Martinez,Adkins-Martinez,Manufacturing,"Manufacturing, Energy","VA, KY",2019,3543,"$156,574",Johnathan Shaw,Environmental education officer,jshaw@franklin.com,(299) 459-1693,2470 Sharp Ferry,Lake Brittneyburgh,TX,98820
Snow Group,Snow Group,Manufacturing,"Manufacturing, Pharmaceuticals, Hospitality","CO, GA, SD, VT, ID",2014,865,"$351,723",Kelly Jones,"Nurse, adult",kjones@harris.com,(292) 872-6457,8075 Harris Plaza Suite 019,Murphystad,CA,10657
Holder Inc,Holder Inc,Manufacturing,"Manufacturing, Telecommunications, Real Estate","CO, VA",2003,951,"$1,460,891",Dylan Williams,Health and safety inspector,dwilliams@klein.com,(632) 979-2783,882 Timothy Lights Suite 384,Jasonview,OH,60196
